service_start,service_end,origin,destination,distance,total_fare,passengers,mode,record_id
2019-03-01 19:00:49,2019-03-01 19:11:37,East Village,UN/Turtle Bay South,1.73,15.96,3,Taxi,708
2019-03-07 14:44:13,2019-03-07 15:13:12,Manhattan Valley,Midtown Center,3.04,26.76,1,Taxi,709
2019-03-30 00:02:40,2019-03-30 00:11:25,Midtown South,Kips Bay,0.95,13.56,5,Taxi,710
2019-03-30 19:01:35,2019-03-30 19:15:02,Midtown North,Midtown South,1.31,12.3,1,Taxi,711
2019-03-21 17:39:50,2019-03-21 18:12:54,Midtown East,,1.74,25.56,2,Taxi,712
2019-03-03 01:24:45,2019-03-03 01:29:32,,West Chelsea/Hudson Yards,0.8,10.55,1,Taxi,713
2019-03-08 12:36:26,2019-03-08 12:45:12,West Village,West Chelsea/Hudson Yards,1.3,12.0,1,Taxi,714
2019-03-26 17:51:56,2019-03-26 18:04:02,Midtown East,Upper East Side North,1.9,17.85,1,Taxi,715
2019-03-16 23:59:34,2019-03-17 00:19:39,Lower East Side,Bushwick South,3.8,21.8,1,Taxi,716
2019-03-14 00:09:16,2019-03-14 00:14:32,Times Sq/Theatre District,Garment District,0.67,10.56,1,Taxi,717
2019-03-09 09:22:33,2019-03-09 09:35:41,Midtown South,Financial District South,5.26,20.8,6,Taxi,718
2019-03-14 14:10:31,2019-03-14 14:29:43,Upper West Side South,Midtown Center,1.53,15.8,1,Taxi,719
2019-03-31 11:04:13,2019-03-31 11:29:35,Upper East Side South,LaGuardia Airport,10.97,52.58,1,Taxi,720
2019-03-05 20:33:14,2019-03-05 20:56:57,TriBeCa/Civic Center,East Harlem South,7.43,33.96,1,Taxi,721
2019-03-23 18:40:06,2019-03-23 18:52:52,East Village,East Chelsea,1.55,15.36,1,Taxi,722
2019-03-13 09:43:59,2019-03-13 10:00:02,Lincoln Square West,Central Park,2.16,18.96,2,Taxi,723
2019-03-08 20:53:27,2019-03-08 20:59:44,Union Sq,East Chelsea,1.0,11.3,2,Taxi,724
2019-03-06 06:36:47,2019-03-06 06:40:19,Murray Hill,Midtown East,0.96,8.3,1,Taxi,725
2019-03-06 16:30:34,2019-03-06 16:34:40,Upper East Side North,Upper East Side North,0.3,8.8,1,Taxi,726
2019-03-04 20:58:17,2019-03-04 21:09:14,Times Sq/Theatre District,Upper West Side North,2.6,17.16,6,Taxi,727
2019-03-19 23:06:51,2019-03-19 23:38:27,JFK Airport,West Village,18.86,71.06,1,Taxi,728
2019-03-15 14:09:58,2019-03-15 14:28:28,Clinton East,Greenwich Village North,2.57,16.8,4,Taxi,729
2019-03-29 09:28:46,2019-03-29 09:50:15,Upper West Side South,Clinton East,2.28,19.3,5,Taxi,730
2019-03-26 22:36:11,2019-03-26 22:53:38,Midtown Center,East Village,4.4,24.36,2,Taxi,731
2019-03-27 10:49:41,2019-03-27 11:22:33,LaGuardia Airport,Midtown Center,10.28,49.87,4,Taxi,732
2019-03-29 17:07:27,2019-03-29 17:20:41,Midtown Center,Clinton East,1.3,16.55,2,Taxi,733
2019-03-13 12:11:35,2019-03-13 12:24:33,Manhattan Valley,Upper East Side North,1.9,15.3,2,Taxi,734
2019-03-06 20:25:17,2019-03-06 20:36:54,Midtown East,Gramercy,1.75,15.96,1,Taxi,735
2019-03-18 14:53:39,2019-03-18 15:14:37,Lenox Hill East,Upper West Side South,2.57,16.8,5,Taxi,736
2019-03-08 19:42:21,2019-03-08 20:05:35,Midtown East,Upper West Side North,4.5,22.3,1,Taxi,737
2019-03-29 00:20:16,2019-03-29 00:24:06,Hudson Sq,SoHo,0.43,9.96,1,Taxi,738
2019-03-14 07:49:10,2019-03-14 08:03:06,East Harlem South,Lenox Hill West,1.9,15.8,1,Taxi,739
2019-03-14 00:09:17,2019-03-14 00:09:21,Upper East Side South,,0.03,3.8,1,Taxi,740
2019-03-24 11:23:28,2019-03-24 11:28:51,Flatiron,Midtown South,0.9,10.56,1,Taxi,741
2019-03-05 22:19:04,2019-03-05 22:25:14,Lincoln Square East,Midtown North,0.92,9.8,2,Taxi,742
2019-03-05 09:52:36,2019-03-05 10:03:47,Greenwich Village North,Murray Hill,1.32,11.8,1,Taxi,743
2019-03-21 10:02:10,2019-03-21 10:13:28,Upper East Side North,Upper East Side South,1.5,14.76,1,Taxi,744
2019-03-23 22:09:03,2019-03-23 22:23:42,Greenwich Village South,Flatiron,1.7,14.3,2,Taxi,745
2019-03-30 12:34:41,2019-03-30 13:09:35,Battery Park City,LaGuardia Airport,16.11,66.32,1,Taxi,746
2019-03-25 22:14:18,2019-03-25 22:26:38,Garment District,East Village,2.59,15.3,1,Taxi,747
2019-03-11 06:46:52,2019-03-11 06:56:23,Clinton East,Murray Hill,1.5,14.15,1,Taxi,748
2019-03-03 22:59:34,2019-03-03 23:00:39,Midtown South,Union Sq,0.44,8.76,2,Taxi,749
2019-03-08 15:11:18,2019-03-08 15:22:50,Penn Station/Madison Sq West,Garment District,0.66,10.8,1,Taxi,750
2019-03-01 16:06:38,2019-03-01 16:19:31,Murray Hill,Clinton West,1.7,14.3,2,Taxi,751
2019-03-13 10:01:25,2019-03-13 10:09:13,Upper West Side South,Lincoln Square East,1.42,12.0,1,Taxi,752
2019-03-14 18:05:49,2019-03-14 18:10:43,Greenwich Village South,Little Italy/NoLiTa,0.4,9.3,1,Taxi,753
2019-03-13 22:05:33,2019-03-13 22:17:47,Midtown North,Upper East Side North,2.64,18.5,1,Taxi,754
2019-03-28 23:02:53,2019-03-28 23:15:00,Flatiron,Alphabet City,2.09,17.25,2,Taxi,755
2019-03-20 21:17:21,2019-03-20 21:20:49,Lenox Hill East,Yorkville West,0.66,9.96,4,Taxi,756
2019-03-22 18:48:22,2019-03-22 19:02:41,Garment District,Midtown South,1.48,14.3,5,Taxi,757
2019-03-10 19:25:47,2019-03-10 19:57:45,JFK Airport,East New York,9.98,33.8,1,Taxi,758
2019-03-05 14:55:41,2019-03-05 15:01:57,East Village,Gramercy,0.87,11.16,1,Taxi,759
2019-03-05 14:01:16,2019-03-05 14:15:19,Penn Station/Madison Sq West,Greenwich Village South,2.0,17.25,1,Taxi,760
2019-03-26 19:40:05,2019-03-26 20:11:32,LaGuardia Airport,Midtown North,11.49,56.95,1,Taxi,761
2019-03-22 15:16:17,2019-03-22 15:29:48,Lenox Hill East,Alphabet City,4.18,21.96,1,Taxi,762
2019-03-09 02:06:34,2019-03-09 02:14:14,UN/Turtle Bay South,East Harlem South,3.2,14.3,2,Taxi,763
2019-03-27 10:58:53,2019-03-27 11:17:26,Midtown Center,Upper East Side North,1.9,16.3,2,Taxi,764
2019-03-08 18:25:53,2019-03-08 18:29:52,Midtown North,Midtown Center,0.67,9.8,1,Taxi,765
2019-03-24 19:36:32,2019-03-24 19:42:23,TriBeCa/Civic Center,Battery Park City,1.1,11.16,1,Taxi,766
2019-03-21 07:18:47,2019-03-21 07:27:25,Upper East Side North,Midtown Center,1.9,11.8,1,Taxi,767
2019-03-14 13:27:37,2019-03-14 13:32:26,Upper East Side South,Upper East Side North,0.74,10.56,1,Taxi,768
2019-03-15 23:02:19,2019-03-15 23:42:01,Prospect Heights,Upper West Side South,8.4,37.3,6,Taxi,769
2019-03-15 08:39:34,2019-03-15 08:57:48,Upper East Side North,Midtown East,1.91,18.96,5,Taxi,770
2019-03-02 03:16:59,2019-03-02 03:17:06,JFK Airport,JFK Airport,9.4,3.8,0,Taxi,771
2019-03-14 14:58:47,2019-03-14 15:14:38,West Village,Little Italy/NoLiTa,1.4,17.15,2,Taxi,772
2019-03-05 16:51:21,2019-03-05 16:54:52,West Village,West Village,0.52,8.3,1,Taxi,773
2019-03-31 18:51:15,2019-03-31 19:01:14,Times Sq/Theatre District,Lenox Hill West,1.6,14.75,0,Taxi,774
2019-03-19 12:43:53,2019-03-19 12:58:50,Midtown East,Upper East Side North,2.1,14.3,1,Taxi,775
2019-03-07 22:58:59,2019-03-07 23:02:40,Sutton Place/Turtle Bay North,Murray Hill,0.66,8.8,1,Taxi,776
2019-03-31 12:38:17,2019-03-31 12:47:31,Midtown Center,Clinton East,1.32,12.96,1,Taxi,777
2019-03-19 01:35:57,2019-03-19 01:41:50,Union Sq,Union Sq,0.83,11.16,1,Taxi,778
2019-03-07 08:24:28,2019-03-07 08:28:45,Clinton East,Lincoln Square East,0.58,9.96,1,Taxi,779
2019-03-09 16:30:58,2019-03-09 16:37:21,Yorkville West,Central Park,1.43,12.36,1,Taxi,780
2019-03-26 20:21:36,2019-03-26 20:38:18,World Trade Center,Lower East Side,2.26,18.96,1,Taxi,781
2019-03-13 10:22:51,2019-03-13 10:25:17,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,0.4,8.16,1,Taxi,782
2019-03-18 09:40:33,2019-03-18 10:49:35,LaGuardia Airport,Lenox Hill East,12.06,69.67,1,Taxi,783
2019-03-17 15:38:34,2019-03-17 15:41:21,Midtown South,Midtown South,0.34,8.03,5,Taxi,784
2019-03-31 17:00:03,2019-03-31 17:14:41,Yorkville West,Lincoln Square East,2.5,15.3,2,Taxi,785
2019-03-15 15:10:03,2019-03-15 16:25:25,Murray Hill,JFK Airport,16.3,79.36,1,Taxi,786
2019-03-07 01:23:12,2019-03-07 01:50:49,Times Sq/Theatre District,Forest Hills,9.93,41.16,3,Taxi,787
2019-03-26 23:11:09,2019-03-26 23:27:02,Greenwich Village North,East Harlem North,6.23,27.36,1,Taxi,788
2019-03-05 12:12:14,2019-03-05 12:23:14,Lincoln Square West,Times Sq/Theatre District,1.2,14.16,2,Taxi,789
2019-03-28 15:25:53,2019-03-28 15:52:18,Murray Hill,TriBeCa/Civic Center,6.6,29.3,1,Taxi,790
2019-03-22 09:27:23,2019-03-22 09:47:03,Gramercy,Times Sq/Theatre District,1.9,20.35,1,Taxi,791
2019-03-22 22:52:23,2019-03-22 23:00:31,Sutton Place/Turtle Bay North,Long Island City/Hunters Point,2.5,15.96,1,Taxi,792
2019-03-20 17:49:25,2019-03-20 17:56:36,Midtown East,Lenox Hill West,0.9,12.96,3,Taxi,793
2019-03-16 04:20:57,2019-03-16 04:24:03,Kips Bay,Midtown South,0.47,8.3,2,Taxi,794
2019-03-06 10:01:53,2019-03-06 10:27:29,Upper East Side South,Clinton East,2.15,23.16,2,Taxi,795
2019-03-09 20:37:37,2019-03-09 20:46:32,Lenox Hill West,Lenox Hill West,1.21,11.3,1,Taxi,796
2019-03-15 17:00:51,2019-03-15 17:06:36,Greenwich Village North,East Village,0.7,9.8,1,Taxi,797
2019-03-11 21:43:25,2019-03-11 21:52:35,Upper West Side South,Yorkville East,2.1,12.8,1,Taxi,798
2019-03-20 20:56:41,2019-03-20 21:16:57,Clinton East,Stuy Town/Peter Cooper Village,3.26,21.96,2,Taxi,799
2019-03-23 13:15:50,2019-03-23 13:30:47,Penn Station/Madison Sq West,East Chelsea,0.91,17.25,6,Taxi,800
2019-03-11 11:15:43,2019-03-11 11:27:36,Lenox Hill West,UN/Turtle Bay South,1.36,13.8,1,Taxi,801
2019-03-08 17:25:55,2019-03-08 17:41:20,Murray Hill,Lenox Hill East,1.5,16.83,1,Taxi,802
2019-03-10 17:43:09,2019-03-10 17:55:08,Clinton West,Meatpacking/West Village West,3.07,18.36,1,Taxi,803
2019-03-14 10:40:55,2019-03-14 10:49:03,Upper West Side North,Upper East Side North,1.23,12.96,1,Taxi,804
2019-03-28 14:22:49,2019-03-28 14:40:03,Lincoln Square East,Upper East Side North,2.71,19.56,1,Taxi,805
2019-03-20 17:51:43,2019-03-20 17:55:08,Greenwich Village North,Greenwich Village South,0.47,8.3,1,Taxi,806
2019-03-09 17:14:24,2019-03-09 17:23:42,Midtown Center,Upper East Side North,1.6,11.3,3,Taxi,807
2019-03-13 23:26:58,2019-03-13 23:37:02,Meatpacking/West Village West,Kips Bay,2.36,15.96,1,Taxi,808
2019-03-01 22:39:03,2019-03-01 22:51:14,Midtown North,Upper West Side North,2.78,18.36,1,Taxi,809
2019-03-01 23:51:09,2019-03-02 00:04:12,Upper West Side North,Lenox Hill West,2.6,17.14,1,Taxi,810
2019-03-30 22:29:15,2019-03-30 22:36:03,Clinton West,Lincoln Square East,1.46,12.8,6,Taxi,811
2019-03-23 19:08:25,2019-03-23 19:14:28,Lenox Hill West,Midtown North,1.28,11.8,2,Taxi,812
2019-03-12 09:33:28,2019-03-12 09:36:38,Lenox Hill West,Upper East Side North,0.48,7.3,1,Taxi,813
2019-03-10 16:28:37,2019-03-10 16:41:09,Flatiron,Union Sq,0.9,14.75,1,Taxi,814
2019-03-03 13:54:01,2019-03-03 14:39:09,JFK Airport,Upper West Side North,20.39,76.32,2,Taxi,815
2019-03-07 15:51:08,2019-03-07 16:01:03,Garment District,Union Sq,1.03,12.96,2,Taxi,816
2019-03-02 13:24:13,2019-03-02 13:28:53,Yorkville West,Sutton Place/Turtle Bay North,1.5,11.75,1,Taxi,817
2019-03-16 20:36:10,2019-03-16 21:16:11,Clinton East,East Village,3.2,32.75,1,Taxi,818
2019-03-23 15:08:14,2019-03-23 15:35:29,Penn Station/Madison Sq West,Lenox Hill West,3.3,26.15,1,Taxi,819
2019-03-17 19:30:19,2019-03-17 19:41:39,Lincoln Square East,Upper West Side North,2.1,12.8,1,Taxi,820
2019-03-14 01:41:38,2019-03-14 01:49:32,LaGuardia Airport,Flushing Meadows-Corona Park,2.8,11.8,1,Taxi,821
2019-03-29 01:08:41,2019-03-29 01:25:18,East Village,Midtown North,3.4,17.3,1,Taxi,822
2019-03-16 18:45:55,2019-03-16 18:48:45,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,0.56,7.3,1,Taxi,823
2019-03-03 15:46:16,2019-03-03 15:49:16,Lincoln Square East,Lincoln Square East,0.49,8.0,1,Taxi,824
2019-03-10 10:15:12,2019-03-10 10:21:50,Upper East Side South,Murray Hill,1.42,12.88,2,Taxi,825
2019-03-18 15:42:31,2019-03-18 15:52:16,Lincoln Square East,Upper East Side North,2.02,14.76,1,Taxi,826
2019-03-12 22:04:50,2019-03-12 22:13:13,Murray Hill,Sutton Place/Turtle Bay North,1.62,13.56,1,Taxi,827
2019-03-26 13:12:00,2019-03-26 13:14:13,Upper East Side North,East Harlem South,0.53,8.1,1,Taxi,828
2019-03-15 00:55:30,2019-03-15 01:26:34,Greenwich Village North,Yorkville West,7.88,37.25,6,Taxi,829
2019-03-24 01:43:50,2019-03-24 02:07:27,Little Italy/NoLiTa,Long Island City/Queens Plaza,6.3,28.8,1,Taxi,830
2019-03-07 20:38:23,2019-03-07 21:10:51,JFK Airport,Midtown East,17.74,73.27,1,Taxi,831
2019-03-12 15:29:13,2019-03-12 15:41:52,Clinton East,Midtown Center,1.1,15.95,1,Taxi,832
2019-03-05 21:32:07,2019-03-05 21:48:09,TriBeCa/Civic Center,Columbia Street,4.0,19.3,1,Taxi,833
2019-03-04 09:52:32,2019-03-04 09:57:07,Flatiron,Greenwich Village South,0.9,8.3,1,Taxi,834
2019-03-10 12:27:53,2019-03-10 12:40:58,Murray Hill,Clinton East,1.8,15.95,1,Taxi,835
2019-03-15 16:07:40,2019-03-15 16:18:54,World Trade Center,Meatpacking/West Village West,2.56,14.8,2,Taxi,836
2019-03-29 21:34:45,2019-03-29 21:38:40,Penn Station/Madison Sq West,Midtown South,0.5,9.3,1,Taxi,837
2019-03-08 11:21:57,2019-03-08 11:47:46,Midtown Center,Greenwich Village North,2.27,23.76,1,Taxi,838
2019-03-05 12:42:33,2019-03-05 12:46:02,Central Park,Upper East Side South,0.4,9.13,1,Taxi,839
2019-03-22 15:01:35,2019-03-22 15:24:54,West Village,World Trade Center,3.8,20.8,1,Taxi,840
2019-03-15 09:29:42,2019-03-15 09:34:42,Midtown Center,Murray Hill,0.5,9.95,1,Taxi,841
2019-03-26 19:53:13,2019-03-26 19:56:27,Midtown East,Lenox Hill West,0.75,8.8,1,Taxi,842
2019-03-29 10:36:53,2019-03-29 10:48:38,West Village,Gramercy,1.19,14.16,1,Taxi,843
2019-03-23 07:01:18,2019-03-23 07:04:47,Times Sq/Theatre District,Penn Station/Madison Sq West,1.04,8.3,6,Taxi,844
2019-03-22 20:42:52,2019-03-22 21:07:53,Williamsburg (South Side),Park Slope,4.41,23.3,1,Taxi,845
2019-03-04 13:22:23,2019-03-04 13:38:07,Midtown East,Upper West Side South,2.1,17.76,1,Taxi,846
2019-03-10 17:24:40,2019-03-10 17:32:19,Flatiron,Murray Hill,1.0,11.75,1,Taxi,847
2019-03-01 18:51:32,2019-03-01 19:03:54,Lincoln Square West,Morningside Heights,2.3,18.35,1,Taxi,848
2019-03-19 06:28:39,2019-03-19 06:36:28,Clinton East,Midtown Center,1.1,11.33,3,Taxi,849
2019-03-25 16:15:41,2019-03-25 17:03:54,JFK Airport,Midtown South,17.3,80.56,1,Taxi,850
2019-03-15 06:56:25,2019-03-15 07:59:38,East New York,Lenox Hill East,18.7,63.56,2,Taxi,851
2019-03-13 11:31:06,2019-03-13 12:07:56,Upper West Side North,Midtown East,3.29,28.3,1,Taxi,852
2019-03-30 04:15:58,2019-03-30 04:29:20,Times Sq/Theatre District,Sunnyside,4.09,17.3,1,Taxi,853
2019-03-30 09:16:10,2019-03-30 09:33:56,Times Sq/Theatre District,Battery Park City,7.11,31.56,1,Taxi,854
2019-03-02 10:48:31,2019-03-02 10:59:18,West Chelsea/Hudson Yards,Upper West Side South,2.71,17.88,5,Taxi,855
2019-03-17 12:51:07,2019-03-17 13:09:27,Midtown Center,Lower East Side,3.34,17.8,1,Taxi,856
2019-03-22 19:40:05,2019-03-22 19:42:38,Lenox Hill West,Upper East Side North,0.82,10.56,1,Taxi,857
2019-03-18 12:53:21,2019-03-18 13:13:49,LaGuardia Airport,Upper East Side North,7.2,39.66,2,Taxi,858
2019-03-02 19:17:49,2019-03-02 19:30:05,Midtown Center,Union Sq,1.62,14.76,2,Taxi,859
2019-03-31 20:56:08,2019-03-31 21:02:35,SoHo,Lower East Side,0.8,10.3,1,Taxi,860
2019-03-13 10:47:48,2019-03-13 10:59:51,Midtown Center,Penn Station/Madison Sq West,0.9,13.57,1,Taxi,861
2019-03-07 21:31:45,2019-03-07 21:48:30,SoHo,UN/Turtle Bay South,2.86,20.16,1,Taxi,862
2019-03-23 20:43:05,2019-03-23 21:19:27,Lenox Hill West,Meatpacking/West Village West,4.7,31.8,4,Taxi,863
2019-03-07 12:05:50,2019-03-07 12:12:54,Lenox Hill West,Upper East Side North,0.9,11.0,1,Taxi,864
2019-03-20 10:03:57,2019-03-20 10:06:02,Upper East Side South,Upper East Side South,0.4,8.8,2,Taxi,865
2019-03-06 14:38:47,2019-03-06 14:55:42,Upper East Side North,Manhattan Valley,2.25,15.8,1,Taxi,866
2019-03-15 17:07:20,2019-03-15 17:11:24,Upper West Side South,Upper West Side South,0.49,10.12,1,Taxi,867
2019-03-19 06:32:13,2019-03-19 06:46:43,Union Sq,Upper East Side North,3.3,20.15,1,Taxi,868
2019-03-20 19:27:37,2019-03-20 19:34:35,Murray Hill,UN/Turtle Bay South,1.0,13.5,1,Taxi,869
2019-03-27 13:59:05,2019-03-27 14:05:01,Union Sq,Greenwich Village North,0.7,9.3,2,Taxi,870
2019-03-07 17:43:12,2019-03-07 17:48:09,East Village,Greenwich Village North,0.5,10.0,1,Taxi,871
2019-03-04 20:55:05,2019-03-04 21:18:21,Times Sq/Theatre District,Central Harlem North,6.67,31.56,1,Taxi,872
2019-03-04 14:54:03,2019-03-04 15:30:42,JFK Airport,Midtown Center,17.9,76.31,1,Taxi,873
2019-03-12 18:56:49,2019-03-12 19:00:22,TriBeCa/Civic Center,West Village,0.91,11.16,3,Taxi,874
2019-03-29 18:12:14,2019-03-29 18:22:04,Midtown Center,Upper East Side South,1.42,14.76,2,Taxi,875
2019-03-27 07:35:08,2019-03-27 07:43:21,Hamilton Heights,Central Harlem,1.18,9.3,1,Taxi,876
2019-03-26 18:44:26,2019-03-26 18:49:25,Upper East Side South,Lenox Hill East,0.62,11.62,1,Taxi,877
2019-03-29 06:49:41,2019-03-29 06:54:41,Garment District,Murray Hill,0.77,9.8,1,Taxi,878
2019-03-01 11:50:32,2019-03-01 11:59:16,East Village,SoHo,1.2,12.95,1,Taxi,879
2019-03-30 23:30:01,2019-03-30 23:41:59,Murray Hill,East Chelsea,2.3,14.8,1,Taxi,880
2019-03-05 12:57:42,2019-03-05 13:00:41,West Village,Flatiron,0.53,7.3,1,Taxi,881
2019-03-12 17:39:50,2019-03-12 17:48:09,Lincoln Square East,Upper West Side North,1.3,14.15,1,Taxi,882
2019-03-29 22:13:15,2019-03-29 22:25:11,East Village,Flatiron,1.59,13.3,1,Taxi,883
2019-03-16 22:58:35,2019-03-16 23:03:58,Upper East Side South,Midtown East,1.28,9.8,1,Taxi,884
2019-03-01 00:03:29,2019-03-01 00:13:32,Lincoln Square East,Upper East Side North,2.16,15.8,3,Taxi,885
2019-03-23 22:07:45,2019-03-23 22:14:48,Gramercy,East Village,0.71,12.36,2,Taxi,886
2019-03-21 18:07:55,2019-03-21 18:32:47,Midtown Center,Upper West Side North,3.44,21.8,1,Taxi,887
2019-03-27 09:38:06,2019-03-27 10:18:31,LaGuardia Airport,Upper East Side South,12.53,58.87,1,Taxi,888
2019-03-15 09:11:43,2019-03-15 09:21:57,Lincoln Square East,Midtown Center,1.04,13.56,5,Taxi,889
2019-03-26 13:17:07,2019-03-26 13:27:05,UN/Turtle Bay South,Gramercy,1.44,14.16,2,Taxi,890
2019-03-09 16:32:40,2019-03-09 16:49:32,Midtown North,Kips Bay,2.7,16.3,2,Taxi,891
2019-03-29 17:14:39,2019-03-29 17:22:49,Gramercy,Murray Hill,0.71,12.42,1,Taxi,892
2019-03-01 14:21:09,2019-03-01 14:39:12,Yorkville West,Midtown Center,2.3,17.0,0,Taxi,893
2019-03-19 09:05:04,2019-03-19 09:16:59,Lincoln Square East,Yorkville West,1.95,15.36,1,Taxi,894
2019-03-25 07:28:39,2019-03-25 07:39:06,UN/Turtle Bay South,Penn Station/Madison Sq West,1.43,14.16,1,Taxi,895
2019-03-12 10:42:18,2019-03-12 10:43:51,Upper West Side North,Upper West Side North,0.4,8.5,1,Taxi,896
2019-03-01 23:08:51,2019-03-01 23:35:30,Greenwich Village South,Park Slope,4.4,29.75,1,Taxi,897
2019-03-25 15:47:47,2019-03-25 16:15:56,Battery Park City,LaGuardia Airport,13.66,56.47,1,Taxi,898
2019-03-24 13:17:38,2019-03-24 13:31:41,Murray Hill,Clinton East,1.2,15.95,1,Taxi,899
2019-03-04 14:50:08,2019-03-04 14:54:15,Sutton Place/Turtle Bay North,Upper East Side South,0.76,10.38,1,Taxi,900
2019-03-18 06:22:16,2019-03-18 06:28:51,Clinton East,Penn Station/Madison Sq West,1.52,12.36,5,Taxi,901
2019-03-18 15:41:34,2019-03-18 16:05:43,Lenox Hill East,Penn Station/Madison Sq West,2.83,24.12,1,Taxi,902
2019-03-30 17:59:42,2019-03-30 18:04:13,Lenox Hill West,Lenox Hill West,0.6,9.3,1,Taxi,903
2019-03-14 09:10:07,2019-03-14 09:23:35,Midtown East,Midtown Center,1.3,15.35,2,Taxi,904
2019-03-22 13:29:10,2019-03-22 13:31:32,Lincoln Square West,Lincoln Square West,0.4,8.3,1,Taxi,905
2019-03-23 00:19:20,2019-03-23 00:26:11,Midtown South,Midtown East,1.0,11.8,1,Taxi,906
2019-03-13 14:22:16,2019-03-13 14:29:12,TriBeCa/Civic Center,Battery Park City,1.1,11.76,1,Taxi,907
2019-03-15 00:17:16,2019-03-15 00:19:55,Midtown Center,Midtown North,0.59,7.8,2,Taxi,908
2019-03-08 07:26:53,2019-03-08 07:36:20,Penn Station/Madison Sq West,Union Sq,0.6,10.3,1,Taxi,909
2019-03-07 16:21:41,2019-03-07 17:00:37,Flatiron,Upper East Side South,3.0,28.8,1,Taxi,910
2019-03-06 11:24:49,2019-03-06 11:34:37,Little Italy/NoLiTa,Union Sq,1.2,10.8,1,Taxi,911
2019-03-06 07:42:02,2019-03-06 07:54:57,Yorkville East,Midtown North,2.37,16.56,1,Taxi,912
2019-03-15 23:13:44,2019-03-15 23:24:47,Lincoln Square West,East Chelsea,1.7,15.95,1,Taxi,913
2019-03-23 11:26:58,2019-03-23 11:35:17,Upper East Side South,Lincoln Square West,1.3,10.8,2,Taxi,914
2019-03-16 14:43:14,2019-03-16 14:45:29,Upper East Side South,Upper East Side North,0.6,7.3,1,Taxi,915
2019-03-21 15:47:42,2019-03-21 16:13:10,Upper East Side South,East Village,5.5,27.95,2,Taxi,916
2019-03-28 16:50:32,2019-03-28 17:02:14,Upper East Side South,Times Sq/Theatre District,1.1,14.63,2,Taxi,917
2019-03-21 21:40:07,2019-03-21 21:55:33,TriBeCa/Civic Center,East Village,2.39,16.38,1,Taxi,918
2019-03-05 10:01:27,2019-03-05 10:16:57,Penn Station/Madison Sq West,TriBeCa/Civic Center,2.4,18.35,1,Taxi,919
2019-03-08 21:50:35,2019-03-08 22:08:14,East Village,Financial District North,2.6,19.0,2,Taxi,920
2019-03-01 22:25:03,2019-03-01 22:32:08,Morningside Heights,Manhattanville,1.3,9.96,1,Taxi,921
2019-03-30 17:58:22,2019-03-30 18:03:05,Gramercy,Gramercy,0.6,9.13,2,Taxi,922
2019-03-10 14:56:12,2019-03-10 15:01:55,Lincoln Square East,Central Park,0.4,9.95,1,Taxi,923
2019-03-24 01:43:34,2019-03-24 02:01:11,Times Sq/Theatre District,East Harlem South,4.2,23.15,0,Taxi,924
2019-03-09 04:10:48,2019-03-09 04:34:29,Lincoln Square East,LaGuardia Airport,10.7,44.06,1,Taxi,925
2019-03-25 19:00:32,2019-03-25 19:03:42,Sutton Place/Turtle Bay North,Sutton Place/Turtle Bay North,0.48,8.3,1,Taxi,926
2019-03-08 16:01:14,2019-03-08 16:19:09,Midtown East,Garment District,1.83,18.36,1,Taxi,927
2019-03-28 23:19:09,2019-03-28 23:29:17,Midtown East,Murray Hill,1.53,13.53,1,Taxi,928
2019-03-22 05:04:14,2019-03-22 05:07:03,Central Harlem,East Harlem South,0.7,6.95,1,Taxi,929
2019-03-08 00:55:20,2019-03-08 01:49:38,Midtown North,Elmhurst/Maspeth,6.47,45.3,2,Taxi,930
2019-03-14 06:22:56,2019-03-14 06:25:51,Cobble Hill,Brooklyn Heights,0.7,6.36,1,Taxi,931
2019-03-09 06:27:43,2019-03-09 06:34:34,Gramercy,Lower East Side,1.71,11.31,1,Taxi,932
2019-03-14 15:22:32,2019-03-14 15:45:41,TriBeCa/Civic Center,Brooklyn Heights,2.41,21.36,1,Taxi,933
2019-03-25 12:55:19,2019-03-25 13:04:12,West Village,Penn Station/Madison Sq West,1.1,10.8,1,Taxi,934
2019-03-18 06:07:09,2019-03-18 06:16:22,TriBeCa/Civic Center,Midtown South,2.8,15.8,1,Taxi,935
2019-03-20 00:57:22,2019-03-20 00:59:00,West Chelsea/Hudson Yards,Clinton East,0.63,8.97,6,Taxi,936
2019-03-19 07:23:39,2019-03-19 07:32:59,Midtown East,East Chelsea,1.3,11.3,1,Taxi,937
2019-03-26 21:49:25,2019-03-26 21:56:47,Union Sq,Midtown South,1.04,11.3,2,Taxi,938
2019-03-16 20:24:58,2019-03-16 20:54:57,Gramercy,Inwood,11.06,45.36,2,Taxi,939
2019-03-24 18:44:50,2019-03-24 19:14:16,LaGuardia Airport,Flatiron,9.02,48.2,6,Taxi,940
2019-03-30 22:29:57,2019-03-30 22:44:26,Sutton Place/Turtle Bay North,Seaport,4.88,23.16,2,Taxi,941
2019-03-27 17:08:10,2019-03-27 17:23:39,East Village,Union Sq,1.98,15.3,1,Taxi,942
2019-03-16 16:39:19,2019-03-16 17:04:00,West Chelsea/Hudson Yards,Manhattan Valley,4.37,29.75,2,Taxi,943
