rain_mm,temp_max_c,temp_min_c,observation_type,observation_time,station_name,suburb
0.0,20.6,5.6,sun,2014-04-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.0,5.6,sun,2014-04-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,14.4,7.8,rain,2014-04-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
10.9,11.1,8.9,rain,2014-04-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
18.5,11.7,7.2,rain,2014-04-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,14.4,5.6,sun,2014-04-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
13.7,11.7,5.6,rain,2014-04-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,15.6,5.6,sun,2014-04-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.1,17.2,7.8,rain,2014-04-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
14.2,12.2,5.0,rain,2014-04-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
8.9,11.7,6.1,rain,2014-04-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
12.4,13.9,6.1,rain,2014-04-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,14.4,5.6,sun,2014-04-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.3,15.0,5.6,rain,2014-04-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
6.9,11.1,6.1,rain,2014-04-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,16.1,4.4,sun,2014-04-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.0,9.4,sun,2014-04-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.8,9.4,sun,2014-04-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,29.4,11.1,sun,2014-05-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.3,10.6,sun,2014-05-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
33.3,15.0,8.9,rain,2014-05-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
16.0,14.4,8.9,rain,2014-05-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.1,15.6,9.4,rain,2014-05-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,16.7,8.3,sun,2014-05-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.3,7.2,sun,2014-05-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
13.7,13.9,9.4,rain,2014-05-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.0,13.3,7.2,rain,2014-05-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,15.6,7.2,rain,2014-05-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.9,8.3,sun,2014-05-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,24.4,9.4,sun,2014-05-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.7,12.8,sun,2014-05-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.8,13.3,sun,2014-05-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.7,12.8,sun,2014-05-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.0,11.7,sun,2014-05-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.0,11.7,sun,2014-05-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.0,10.6,sun,2014-05-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,10.0,sun,2014-05-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.2,10.0,sun,2014-05-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.0,10.6,sun,2014-05-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,24.4,11.7,sun,2014-05-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.8,20.0,12.8,rain,2014-05-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.3,11.1,sun,2014-05-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
5.6,15.0,10.6,rain,2014-05-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.3,11.1,sun,2014-05-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.0,10.0,sun,2014-05-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.9,10.0,sun,2014-05-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.9,11.1,sun,2014-05-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.6,8.9,sun,2014-05-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.3,10.0,sun,2014-05-31T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.2,10.6,sun,2014-06-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.3,11.1,sun,2014-06-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.3,11.1,sun,2014-06-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,19.4,10.0,sun,2014-06-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.2,10.0,sun,2014-06-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.0,10.6,sun,2014-06-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,24.4,13.3,sun,2014-06-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.3,12.2,sun,2014-06-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,13.3,sun,2014-06-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.0,12.2,sun,2014-06-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,11.1,sun,2014-06-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.8,21.7,12.2,rain,2014-06-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
6.4,15.6,11.1,rain,2014-06-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,17.8,11.7,sun,2014-06-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,18.3,10.0,rain,2014-06-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.6,17.8,8.9,rain,2014-06-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.3,17.8,10.0,rain,2014-06-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,18.9,11.1,sun,2014-06-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.8,25.6,11.7,rain,2014-06-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,20.0,10.0,rain,2014-06-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.2,10.6,sun,2014-06-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.0,11.1,sun,2014-06-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.0,13.3,sun,2014-06-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,24.4,14.4,sun,2014-06-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.1,13.9,sun,2014-06-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,14.4,sun,2014-06-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.8,21.1,13.9,rain,2014-06-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
2.3,20.0,13.3,rain,2014-06-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.6,12.8,sun,2014-06-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.6,12.8,sun,2014-06-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,34.4,15.6,sun,2014-07-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.2,14.4,sun,2014-07-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.7,13.9,sun,2014-07-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,13.9,sun,2014-07-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,24.4,13.3,fog,2014-07-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.9,15.0,sun,2014-07-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.2,17.8,fog,2014-07-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,30.0,15.6,sun,2014-07-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.7,13.9,sun,2014-07-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.9,12.8,fog,2014-07-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,31.1,15.0,sun,2014-07-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,32.2,16.7,sun,2014-07-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,29.4,15.0,sun,2014-07-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.8,15.0,sun,2014-07-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,31.1,13.9,sun,2014-07-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,31.1,14.4,sun,2014-07-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.7,13.9,sun,2014-07-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,11.7,sun,2014-07-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.6,15.0,fog,2014-07-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,19.4,14.4,sun,2014-07-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,13.3,sun,2014-07-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,21.1,13.3,rain,2014-07-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
19.3,18.9,13.3,rain,2014-07-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.6,12.8,sun,2014-07-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.8,12.2,sun,2014-07-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.1,13.3,sun,2014-07-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.3,15.0,sun,2014-07-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,30.6,15.0,sun,2014-07-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,30.0,15.6,sun,2014-07-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,29.4,14.4,sun,2014-07-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,30.6,17.8,sun,2014-07-31T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.9,15.0,sun,2014-08-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,29.4,15.6,rain,2014-08-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,31.7,14.4,sun,2014-08-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,32.8,16.1,sun,2014-08-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.0,13.9,sun,2014-08-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.1,15.0,fog,2014-08-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.6,13.3,fog,2014-08-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.6,13.3,sun,2014-08-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.2,15.6,sun,2014-08-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,30.6,13.9,sun,2014-08-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,35.6,17.8,rain,2014-08-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
12.7,27.2,17.2,rain,2014-08-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
21.6,23.3,15.0,rain,2014-08-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,17.2,sun,2014-08-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.0,24.4,16.7,rain,2014-08-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.6,15.6,sun,2014-08-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.8,15.0,sun,2014-08-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,29.4,15.6,sun,2014-08-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.2,15.6,sun,2014-08-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.7,13.9,sun,2014-08-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,11.1,sun,2014-08-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,13.3,sun,2014-08-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.8,13.9,sun,2014-08-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,25.0,13.3,sun,2014-08-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.9,14.4,sun,2014-08-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,31.1,15.6,sun,2014-08-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.9,16.1,sun,2014-08-27T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.3,14.4,sun,2014-08-28T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.8,15.0,sun,2014-08-29T12:00:00Z,Sydney Observatory Hill,Sydney CBD
8.4,17.8,15.0,rain,2014-08-30T12:00:00Z,Sydney Observatory Hill,Sydney CBD
1.3,21.1,13.9,rain,2014-08-31T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.3,12.8,sun,2014-09-01T12:00:00Z,Sydney Observatory Hill,Sydney CBD
3.0,20.0,13.9,rain,2014-09-02T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,20.6,12.8,sun,2014-09-03T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,11.1,fog,2014-09-04T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,27.8,13.9,fog,2014-09-05T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,32.2,15.0,sun,2014-09-06T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.3,13.3,sun,2014-09-07T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.1,13.3,sun,2014-09-08T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,21.7,13.3,sun,2014-09-09T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.2,12.2,sun,2014-09-10T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,24.4,12.8,sun,2014-09-11T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,24.4,12.8,sun,2014-09-12T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,28.3,10.0,sun,2014-09-13T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,30.0,11.7,sun,2014-09-14T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,30.6,12.2,sun,2014-09-15T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,22.2,13.9,sun,2014-09-16T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.5,22.8,14.4,rain,2014-09-17T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,19.4,15.0,rain,2014-09-18T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,23.9,16.1,sun,2014-09-19T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,24.4,14.4,fog,2014-09-20T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.0,26.1,12.8,sun,2014-09-21T12:00:00Z,Sydney Observatory Hill,Sydney CBD
0.3,22.2,15.0,rain,2014-09-22T12:00:00Z,Sydney Observatory Hill,Sydney CBD
18.3,18.9,14.4,rain,2014-09-23T12:00:00Z,Sydney Observatory Hill,Sydney CBD
20.3,18.9,14.4,rain,2014-09-24T12:00:00Z,Sydney Observatory Hill,Sydney CBD
4.3,21.7,14.4,rain,2014-09-25T12:00:00Z,Sydney Observatory Hill,Sydney CBD
8.9,20.0,13.9,rain,2014-09-26T12:00:00Z,Sydney Observatory Hill,Sydney CBD
